OverallQual,ExterQual,KitchenQual,GarageCars,GrLivArea,BsmtQual,GarageArea,1stFlrSF,fe_Age,GarageFinish,FireplaceQu,FullBath,Foundation_PConc,TotRmsAbvGrd,HeatingQC,Neighborhood_NridgHt,MasVnrType_None,GarageType_Detchd,GarageType_Attchd,MSSubClass_60,Foundation_CBlock,BsmtFinType1,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_Stone,LotShape,MSZoning_RM,Neighborhood_NoRidge,MasVnrType_BrkFace,Neighborhood_StoneBr,SalePrice
7,3,3,2.0,1935.0,5,550.0,1142.0,44,3,4,2,0,7,3,0,0,0,1,1,1,2,0,0,0,4,0,0,1,0,197900
7,4,3,2.0,1083.0,6,596.0,1083.0,44,3,3,1,0,5,3,0,0,0,1,0,1,7,1,0,1,3,0,0,0,0,172000
5,3,3,1.0,907.0,5,308.0,907.0,43,3,1,1,0,5,3,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,130000
6,4,4,2.0,1675.0,6,435.0,1675.0,21,3,1,2,1,6,5,0,1,0,1,0,0,7,1,1,0,3,0,0,0,0,195000
5,3,3,2.0,988.0,4,520.0,988.0,66,3,1,1,0,4,5,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,113000
8,4,4,2.0,1491.0,6,490.0,1491.0,19,3,1,2,1,7,5,0,1,0,1,0,0,2,1,1,0,4,0,0,0,0,209000
7,3,4,2.0,1479.0,5,578.0,1479.0,33,4,3,2,1,7,5,0,0,0,1,0,0,7,0,0,0,3,0,0,1,0,213500
5,3,3,2.0,1112.0,4,480.0,1112.0,69,2,1,1,0,5,3,0,1,0,0,0,1,4,0,0,0,4,0,0,0,0,126000
6,3,3,2.0,1689.0,4,480.0,1689.0,64,2,5,1,0,7,2,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,127500
9,5,5,2.0,1710.0,6,557.0,1710.0,13,3,5,2,1,6,5,0,0,0,1,0,0,7,0,0,0,4,0,0,1,1,334000
6,3,3,1.0,1253.0,4,352.0,1253.0,60,3,3,1,0,5,3,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,157000
5,3,3,1.0,864.0,4,294.0,864.0,58,2,1,1,0,5,4,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,125500
7,4,4,2.0,1456.0,5,410.0,728.0,15,4,5,2,1,7,5,0,1,0,1,1,0,7,0,0,0,4,0,0,0,0,189000
7,3,4,2.0,1217.0,5,497.0,1217.0,30,2,1,2,1,6,5,0,1,0,1,0,0,7,0,0,0,3,0,0,0,0,173000
7,4,4,2.0,1499.2985365853656,5,550.0,2151.0,46,3,4,2,0,9,4,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,260000
8,4,4,2.0,1768.0,5,578.0,866.0,13,3,1,2,1,7,5,0,1,0,1,1,0,7,1,1,0,3,0,0,0,0,212000
5,4,3,2.0,914.0,5,576.0,914.0,24,2,1,1,1,5,5,0,1,1,0,0,0,7,1,1,0,3,0,0,0,0,148000
6,3,3,2.0,1775.0,4,480.0,1131.0,56,2,1,2,0,8,3,0,1,0,1,0,1,2,0,0,0,3,0,0,0,0,136300
5,3,3,2.0,2620.0,5,600.0,1361.0,43,3,4,2,0,12,5,0,1,0,0,0,1,7,0,0,0,3,0,0,0,0,190000
5,3,3,2.0,1627.0,3,420.0,830.0,120,2,1,2,0,10,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,139500
7,4,4,2.0,1320.0,5,400.0,660.0,17,4,1,2,1,6,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,162000
4,3,3,1.0,1123.0,4,264.0,772.0,81,2,1,1,1,4,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,100000
5,3,3,1.0,874.0,4,288.0,874.0,52,3,1,1,0,5,5,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,126500
7,4,4,2.0,1499.2985365853656,4,576.0,1553.0,34,4,4,2,0,8,5,0,0,0,1,1,1,3,0,0,0,3,0,0,1,0,301000
6,3,4,2.0,1786.0,5,684.0,905.0,23,3,1,2,1,7,5,0,1,0,1,1,0,7,1,1,0,3,0,0,0,0,204750
4,3,3,2.0,1040.0,1,420.0,1040.0,71,2,1,2,0,6,2,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,90000
5,3,3,2.0,2350.0,4,393.0,1377.0,100,2,1,2,0,10,3,0,1,0,0,0,0,4,0,0,0,4,1,0,0,0,130000
5,3,3,2.0,1770.0,5,530.0,884.0,52,3,1,1,0,7,5,0,0,0,1,1,1,6,0,0,0,4,0,0,1,0,155000
5,3,3,1.0,1269.0,4,308.0,1269.0,60,2,3,1,0,6,3,0,1,1,0,0,1,5,0,0,0,4,0,0,0,0,155000
5,3,3,2.0,1039.0,4,504.0,1039.0,55,2,1,1,1,6,5,0,1,0,1,0,0,5,0,0,0,4,0,0,0,0,131500
6,3,3,1.0,1520.0,4,364.0,1520.0,65,3,5,1,0,7,5,0,0,0,0,0,1,5,0,0,0,4,0,0,1,0,153000
8,4,4,3.0,1704.0,6,772.0,1704.0,13,3,5,2,1,7,5,1,0,0,1,0,0,7,1,1,1,4,0,0,0,0,306000
9,4,5,3.0,1686.0,6,899.0,1686.0,14,4,5,2,1,6,5,1,0,0,1,0,0,7,0,0,0,4,0,0,1,0,332200
8,4,4,3.0,1646.0,5,800.0,1646.0,13,3,5,2,1,7,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,293077
4,3,3,1.0,914.0,4,270.0,914.0,59,2,1,1,0,4,5,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,128000
6,3,4,1.0,1616.0,4,216.0,1149.0,94,2,1,2,0,5,4,0,1,1,0,0,0,3,0,0,0,4,1,0,0,0,152000
4,3,3,0.0,1192.0,4,465.10199881023215,720.0,71,1,1,1,0,6,3,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,135000
6,3,2,1.0,2210.0,4,205.0,1178.0,140,2,1,2,0,8,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,117500
6,3,3,2.0,1296.0,4,576.0,866.0,93,2,1,1,0,6,3,0,1,1,0,0,0,4,0,0,0,4,1,0,0,0,127500
8,4,4,2.0,2497.0,5,676.0,1164.2931707317073,39,3,5,2,0,7,4,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,373000
6,3,3,0.0,1092.0,4,465.10199881023215,546.0,50,1,1,2,0,6,5,0,1,0,0,0,1,7,0,0,0,4,1,0,0,0,98000
7,3,4,2.0,1652.0,5,473.0,896.0,26,3,1,2,1,6,5,0,0,0,0,0,0,7,1,1,0,3,0,0,1,0,203135
7,4,4,2.0,1716.0,5,512.0,909.0,24,3,4,2,1,7,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,191000
5,3,3,1.0,1014.0,1,267.0,1014.0,64,3,1,1,0,6,3,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,98000
5,3,3,0.0,1200.0,5,465.10199881023215,1200.0,33,1,1,3,0,5,3,0,1,0,0,0,1,7,0,0,0,4,0,0,0,0,179000
8,4,4,2.0,1432.0,6,492.0,1432.0,14,4,5,2,1,7,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,245000
7,4,4,2.0,1680.0,6,583.0,1680.0,22,4,4,2,1,7,5,0,1,0,1,0,0,3,1,1,0,4,0,0,0,0,213250
4,3,3,1.0,869.0,1,390.0,869.0,72,2,1,1,0,3,3,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,89900
7,3,3,2.0,1718.0,5,427.0,885.0,22,4,4,2,1,7,4,0,0,0,1,1,0,2,1,1,0,3,0,0,1,0,185000
6,3,3,1.0,1092.0,4,264.0,525.0,47,2,1,1,0,6,3,0,0,1,0,0,1,6,0,0,0,4,1,0,1,0,113500
3,3,3,2.0,715.0,4,660.0,715.0,91,2,1,1,0,4,2,0,1,1,0,0,1,2,0,0,0,4,0,0,0,0,68000
7,4,4,2.0,1560.0,6,573.0,1560.0,17,4,1,2,1,7,5,0,1,0,1,0,0,2,1,1,0,3,0,0,0,0,201000
7,4,4,2.0,1768.0,5,603.0,866.0,15,3,1,2,1,7,4,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,226700
10,5,5,3.0,2290.0,6,473.4268292682927,1164.2931707317073,13,4,5,2,1,7,5,1,0,0,1,0,0,7,0,0,0,2,0,0,1,0,500067
7,4,4,2.0,1598.0,5,433.0,848.0,16,4,5,2,1,7,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,201490
5,3,3,2.0,990.0,5,528.0,990.0,26,2,1,1,1,5,5,0,1,1,0,0,0,7,1,1,0,4,0,0,0,0,155000
5,3,4,2.0,941.0,5,564.0,941.0,42,2,1,1,0,4,4,0,0,0,1,0,1,7,0,0,0,3,0,0,1,0,145000
6,3,3,2.0,1362.0,3,502.0,751.0,100,4,1,2,0,6,5,0,1,1,0,0,0,2,0,0,0,3,1,0,0,0,128000
6,3,3,2.0,1690.0,5,442.0,940.0,20,3,4,2,1,7,5,0,1,0,1,1,0,7,1,1,0,3,0,0,0,0,187000
6,3,3,2.0,1072.0,5,525.0,1072.0,15,4,1,1,0,5,4,0,0,0,0,0,0,7,1,1,0,4,1,0,1,0,145500
4,3,3,1.0,572.0,4,200.0,572.0,95,2,1,1,0,4,2,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,75000
7,4,4,3.0,1546.0,5,796.0,1546.0,15,3,1,2,1,7,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,217000
7,4,4,3.0,1346.0,5,660.0,1346.0,12,4,4,2,1,6,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,220000
6,3,3,2.0,1790.0,4,484.0,1012.0,48,3,4,1,0,8,4,0,1,0,1,1,1,4,1,1,0,4,0,0,0,0,165150
6,3,3,2.0,1026.0,5,576.0,1026.0,42,2,1,1,0,5,3,0,1,1,0,0,1,7,0,0,0,3,0,0,0,0,147000
7,4,4,2.0,1504.0,5,478.0,1504.0,24,4,4,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,203000
5,3,4,2.0,1700.0,4,447.0,1700.0,61,3,5,1,0,6,4,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,165500
3,3,3,0.0,864.0,4,465.10199881023215,864.0,106,1,1,1,0,5,3,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,67000
6,3,4,2.0,1851.0,4,440.0,1020.0,56,3,3,2,0,7,4,0,0,0,1,1,1,5,0,0,0,4,0,0,1,0,187000
6,4,4,2.0,1512.0,5,440.0,756.0,20,2,1,2,1,4,5,0,0,1,0,0,0,7,0,0,0,4,0,0,1,0,180000
6,3,3,1.0,1298.0,4,240.0,759.0,99,2,5,2,0,8,4,0,1,1,0,0,0,5,0,0,0,4,0,0,0,0,146500
7,4,4,2.0,1673.0,4,583.0,1673.0,20,3,4,2,1,7,5,0,1,0,1,0,0,7,1,1,0,4,0,0,0,0,270000
6,3,4,2.0,996.0,5,564.0,996.0,28,2,1,1,1,5,5,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,147000
6,3,3,1.0,1224.0,4,280.0,816.0,72,2,1,1,0,5,3,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,132000
4,2,3,1.0,1374.0,4,338.0,840.0,100,4,1,1,1,6,5,0,1,1,0,0,0,6,0,0,0,4,0,0,0,0,105000
5,3,2,0.0,1716.0,4,465.10199881023215,936.0,108,1,1,2,1,9,5,0,1,0,0,0,0,4,1,1,0,4,0,0,0,0,135900
8,5,5,3.0,1499.2985365853656,5,841.0,1690.0,17,4,5,3,1,12,5,0,0,0,0,1,0,6,0,0,0,2,0,0,1,1,538000
7,4,4,0.0,1143.0,5,465.10199881023215,1143.0,14,1,1,1,1,5,5,0,1,0,0,0,0,2,1,1,0,4,0,0,0,0,147000
9,4,5,2.0,1652.0,6,840.0,1652.0,14,4,6,2,1,6,5,1,0,0,1,0,0,7,1,1,1,3,0,0,0,0,325000
5,4,3,1.0,1054.0,4,240.0,1054.0,73,2,1,1,0,6,4,0,1,1,0,0,1,2,1,1,0,4,0,0,0,0,124000
5,3,3,1.0,935.0,4,288.0,935.0,55,2,1,1,0,5,3,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,137000
4,3,4,2.0,2377.0,4,528.0,1313.0,105,2,4,2,0,8,3,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,142900
5,3,4,2.0,1122.0,4,528.0,1122.0,72,2,1,1,0,6,5,0,1,0,1,0,1,7,0,0,0,4,1,0,0,0,147000
5,3,3,2.0,1180.0,4,477.0,1180.0,50,3,1,1,0,6,3,0,1,0,1,0,1,2,0,0,0,3,0,0,0,0,128000
7,3,3,1.0,1690.0,4,225.0,815.0,104,2,5,1,0,7,5,0,1,1,0,0,0,2,0,0,0,3,1,0,0,0,144000
8,4,4,2.0,1370.0,5,484.0,1370.0,14,3,5,2,1,6,5,1,0,0,1,0,0,7,1,1,1,3,0,0,0,0,205000
5,3,3,2.0,1486.0,4,480.0,1486.0,56,4,1,1,1,7,5,0,1,1,0,0,0,5,0,0,0,4,0,0,0,0,167000
5,3,3,1.0,1131.0,4,200.0,676.0,79,2,1,1,0,5,5,0,1,1,0,0,1,2,0,0,0,4,1,0,0,0,66500
8,4,4,3.0,1499.2985365853656,5,704.0,1565.0,27,4,4,2,1,8,5,0,0,0,1,1,0,3,0,0,0,3,0,1,1,0,315000
7,4,4,2.0,1456.0,5,440.0,728.0,14,4,4,2,1,8,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,155835
8,4,4,2.0,1734.0,5,528.0,1734.0,25,3,1,2,1,6,5,0,1,0,1,0,0,7,0,0,0,3,0,0,0,1,239500
9,4,5,3.0,1531.0,6,700.0,1531.0,14,4,5,2,1,6,5,1,0,0,1,0,0,7,1,1,1,3,0,0,0,0,300000
8,4,4,3.0,1922.0,5,692.0,1922.0,18,4,6,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,282000
5,3,3,1.0,1144.0,4,336.0,1144.0,60,3,5,1,0,6,3,0,0,0,1,0,1,2,0,0,0,4,0,0,0,0,120000
7,3,3,2.0,1363.0,5,439.0,1363.0,66,2,4,1,0,5,5,0,1,0,1,0,1,3,0,0,0,3,0,0,0,0,241500
9,5,5,3.0,1866.0,5,870.0,1866.0,12,4,5,2,1,7,5,1,0,0,1,0,0,7,0,0,0,3,0,0,1,0,336860
3,3,3,1.0,1077.0,4,210.0,1077.0,98,2,5,1,0,6,2,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,91000
8,4,4,2.0,1550.0,5,528.0,1550.0,14,4,1,2,1,5,5,0,1,0,1,0,0,2,1,1,0,2,0,0,0,0,207500
7,4,5,2.0,1646.0,6,482.0,1646.0,16,4,5,2,1,5,5,0,0,0,1,0,0,7,0,0,1,3,1,0,0,0,250000
7,4,4,2.0,1248.0,5,438.0,1248.0,15,4,1,2,1,5,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,167240
7,4,4,2.0,1245.0,5,495.0,1245.0,16,3,1,2,1,5,5,0,1,0,1,0,0,7,0,0,0,3,0,0,0,0,178000
6,3,3,1.0,1052.0,4,311.0,1052.0,57,4,1,1,0,6,3,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,127000
6,3,3,2.0,1829.0,4,535.0,1829.0,53,3,1,2,0,8,4,0,0,0,1,0,1,7,0,0,0,3,0,0,1,0,218500
4,3,3,1.0,952.0,4,283.0,952.0,64,2,1,1,0,4,5,0,1,1,0,0,1,6,1,1,0,3,0,0,0,0,135750
7,4,4,2.0,1480.0,5,620.0,1480.0,17,3,1,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,214000
8,4,4,2.0,1844.0,5,620.0,1844.0,15,4,5,2,1,7,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,257000
6,3,3,1.0,1497.0,4,672.0,825.0,83,2,1,2,0,5,5,0,1,1,0,0,0,4,0,0,0,4,1,0,0,0,157000
5,3,3,1.0,976.0,4,215.0,976.0,78,2,1,1,0,5,3,0,1,1,0,0,1,4,0,0,0,4,1,0,0,0,102000
5,3,3,2.0,964.0,5,432.0,964.0,99,2,1,1,0,5,5,0,1,1,0,0,0,6,0,0,0,3,0,0,0,0,163500
7,4,4,2.0,1501.0,5,577.0,1501.0,21,3,1,2,1,6,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,204000
5,3,3,1.0,1560.0,4,313.0,1560.0,64,2,4,1,0,7,5,0,0,0,1,0,1,4,0,0,0,4,0,0,1,0,103500
6,2,2,0.0,1499.2985365853656,4,465.10199881023215,1440.0,106,1,1,2,0,14,5,0,1,0,0,0,1,3,1,1,0,4,0,0,0,0,200000
5,3,3,1.0,864.0,4,399.0,864.0,62,2,1,1,0,6,3,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,118000
7,4,4,2.0,1525.0,5,541.0,1525.0,20,3,1,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,235000
5,3,3,2.0,1190.0,4,540.0,1190.0,58,2,1,1,0,6,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,132500
8,4,4,3.0,1830.0,5,859.0,1302.0,14,3,1,2,1,7,5,0,1,0,0,1,0,2,1,1,0,4,0,0,0,0,221300
7,4,4,2.0,1500.0,5,570.0,1500.0,16,3,1,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,190000
7,4,4,2.0,1762.0,5,591.0,878.0,18,4,1,2,1,6,5,0,0,0,1,1,0,7,1,1,0,3,0,0,1,0,222000
7,4,5,2.0,1902.0,5,567.0,1902.0,61,4,4,2,1,7,3,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,335000
8,4,4,3.0,1658.0,5,726.0,1658.0,12,4,5,2,1,7,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,257500
9,4,5,2.0,1506.0,5,592.0,1506.0,12,4,5,2,1,6,5,0,0,0,1,0,0,2,1,1,1,3,0,0,0,0,264132
5,3,4,1.0,899.0,4,288.0,899.0,53,4,1,1,1,5,5,0,0,0,1,0,0,6,0,0,0,4,0,0,1,0,130000
5,3,3,1.0,1654.0,4,336.0,1001.0,90,2,5,2,0,7,5,0,1,1,0,0,1,2,0,0,0,4,0,0,0,0,137000
5,3,3,1.0,912.0,4,360.0,912.0,90,3,1,1,0,5,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,99500
5,3,3,2.0,1373.0,5,591.0,1373.0,42,4,4,1,0,5,3,0,1,0,1,0,1,7,0,0,0,3,0,0,0,0,160250
7,4,4,2.0,1709.0,5,380.0,970.0,16,2,1,2,1,7,5,0,0,1,0,0,0,2,1,1,1,4,1,0,0,0,130000
5,3,3,1.0,816.0,4,100.0,816.0,98,2,1,1,0,5,5,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,75200
6,3,3,1.0,1091.0,5,429.0,1091.0,27,4,1,1,0,5,5,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,131250
6,3,3,1.0,1081.0,4,401.0,1081.0,60,2,1,1,0,5,3,0,0,0,0,0,1,7,0,0,0,3,0,0,1,0,148000
5,3,3,1.0,1020.0,4,288.0,1020.0,55,2,1,2,0,5,4,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,124100
7,5,5,2.0,999.0,4,588.0,999.0,59,3,1,1,0,6,4,0,0,0,1,0,1,6,0,0,1,3,0,0,0,0,178400
4,3,3,0.0,1440.0,5,465.10199881023215,1440.0,43,1,1,2,1,8,3,0,1,0,0,0,0,7,0,0,0,3,0,0,0,0,150000
7,4,3,2.0,1753.0,5,534.0,853.0,22,3,3,2,1,7,5,0,0,0,1,1,0,7,1,1,0,2,0,0,1,0,217000
8,4,4,2.0,1964.0,5,760.0,1116.0,15,4,5,2,1,8,5,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,252000
7,4,4,2.0,1141.0,5,484.0,1141.0,14,3,1,1,1,6,5,0,1,1,0,0,0,7,1,1,0,4,0,0,0,0,152000
7,3,3,2.0,854.0,4,576.0,854.0,91,2,1,1,0,5,5,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,132000
6,3,3,1.0,1182.0,3,378.0,885.0,75,2,1,1,0,5,3,0,1,1,0,0,1,4,1,1,0,4,1,0,0,0,120000
9,5,5,2.0,2091.0,6,521.0,1625.0,15,3,5,2,1,8,5,1,0,0,1,1,0,7,0,0,0,3,0,0,1,0,338500
4,3,3,2.0,985.0,4,676.0,985.0,100,2,1,1,0,4,4,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,105000
7,3,3,2.0,1446.0,5,406.0,729.0,24,2,4,2,1,6,5,0,1,0,1,1,0,7,0,0,0,2,0,0,0,0,175000
7,3,3,2.0,2022.0,5,505.0,1156.0,43,4,4,2,0,8,5,0,0,0,1,1,1,5,0,0,0,4,0,0,1,0,192000
7,4,4,2.0,1948.0,5,434.0,847.0,16,4,5,2,1,8,5,0,1,0,0,1,0,2,1,1,0,2,0,0,0,0,195000
8,4,4,2.0,1590.0,5,676.0,786.0,12,3,1,2,1,6,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,210000
7,4,4,2.0,1948.0,5,434.0,847.0,17,4,5,2,1,8,5,0,0,0,0,1,0,2,1,1,0,4,0,0,1,0,211000
4,3,3,1.0,1324.0,4,240.0,757.0,84,2,1,1,0,6,3,0,1,1,0,0,0,5,0,0,0,4,1,0,0,0,128000
6,3,3,2.0,1425.0,4,576.0,1425.0,56,3,5,2,0,7,4,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,180500
5,3,3,2.0,2337.0,4,560.0,1422.0,120,2,1,2,0,10,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,90000
5,3,3,2.0,908.0,4,512.0,908.0,80,2,1,1,1,4,3,0,1,0,1,0,0,3,0,0,0,4,0,0,0,0,138500
7,4,4,2.0,1492.0,5,440.0,738.0,14,4,1,2,1,8,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,169985
5,3,3,1.0,1150.0,4,288.0,1150.0,59,3,1,1,0,6,3,0,1,0,1,0,1,7,0,0,0,4,0,0,0,0,146000
7,4,4,3.0,2097.0,5,678.0,1080.0,27,2,4,2,1,9,5,0,1,0,1,1,0,5,1,1,0,2,0,0,0,0,228000
5,3,4,1.0,1256.0,4,311.0,1256.0,61,3,1,1,1,6,4,0,1,0,1,0,0,5,0,0,0,4,0,0,0,0,159000
8,4,4,3.0,1939.0,5,473.4268292682927,1095.0,14,3,5,2,1,8,4,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,266000
5,3,4,2.0,1566.0,4,450.0,816.0,96,2,1,1,1,7,5,0,0,1,0,0,0,2,0,0,0,4,1,0,1,0,139000
4,3,3,0.0,784.0,4,465.10199881023215,784.0,65,1,1,1,0,4,3,0,1,0,0,0,1,6,0,0,0,4,0,0,0,0,91900
8,4,4,2.0,1500.0,5,674.0,1500.0,14,3,5,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,212999
9,4,4,3.0,1850.0,6,772.0,1850.0,16,4,5,2,1,8,5,1,0,0,1,0,0,7,1,1,0,3,0,0,1,0,326000
6,4,4,2.0,1515.0,5,393.0,813.0,16,4,5,2,1,8,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,179000
8,4,4,3.0,1537.0,6,788.0,1537.0,14,4,1,2,1,8,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,0,294000
6,3,3,1.0,987.0,4,288.0,483.0,48,2,1,1,0,5,3,0,0,1,0,0,1,4,0,0,0,4,1,0,1,0,97000
7,4,4,3.0,1962.0,5,868.0,1391.0,14,3,1,2,1,7,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,239799
5,3,3,2.0,1433.0,4,441.0,1433.0,59,2,5,1,0,7,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,161000
6,4,4,2.0,848.0,5,420.0,848.0,17,4,1,1,1,3,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,136500
6,3,4,1.0,987.0,4,264.0,483.0,48,2,1,1,0,5,4,0,0,1,0,0,1,6,0,0,0,4,1,0,1,0,118000
4,3,3,2.0,845.0,4,360.0,845.0,38,2,1,1,0,4,3,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,129500
7,4,5,2.0,1548.0,4,672.0,952.0,95,2,1,2,0,5,4,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,205000
6,4,3,2.0,2515.0,4,484.0,1164.2931707317073,63,3,4,3,1,9,3,0,1,0,1,0,0,4,0,0,0,3,0,0,0,0,200624
8,4,4,3.0,1694.0,6,856.0,1694.0,14,3,5,2,1,7,5,1,0,0,1,0,0,2,0,0,1,4,0,0,0,0,322400
8,4,4,3.0,1602.0,5,810.0,1602.0,13,3,5,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,293200
9,5,5,2.0,1684.0,6,564.0,1684.0,15,3,6,2,1,6,5,1,0,0,1,0,0,7,0,0,0,3,0,0,1,0,266000
6,3,3,2.0,1683.0,4,440.0,918.0,42,3,4,2,0,7,4,0,0,0,1,1,1,3,0,0,0,4,0,0,1,0,172500
5,3,3,2.0,1869.0,4,456.0,1188.0,130,2,1,1,0,7,3,0,1,1,0,0,0,3,1,1,0,4,1,0,0,0,124900
6,3,4,1.0,1432.0,4,216.0,1432.0,97,2,5,1,0,6,3,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,149000
7,4,4,2.0,1414.0,5,494.0,1414.0,16,3,1,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,185500
8,4,4,2.0,1358.0,5,418.0,1358.0,18,2,4,1,1,5,5,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,220000
8,4,4,2.0,1496.0,5,474.0,1496.0,13,4,1,2,1,7,5,0,0,0,1,0,0,2,0,0,1,4,0,0,0,0,225000
6,3,4,1.0,932.0,4,306.0,932.0,70,2,5,1,0,4,5,0,1,0,1,0,1,2,0,0,0,3,0,0,0,0,124000
3,3,3,2.0,1040.0,1,400.0,1040.0,70,2,1,2,0,6,2,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,92900
5,3,3,5.0,1072.0,4,473.4268292682927,1072.0,95,2,1,1,0,5,3,0,1,1,0,0,0,3,0,0,0,4,1,0,0,0,126500
4,3,3,2.0,864.0,4,576.0,864.0,48,2,1,1,0,5,3,0,1,1,0,0,1,5,0,0,0,3,0,0,0,0,111250
8,4,4,3.0,2285.0,5,648.0,997.0,20,4,4,2,1,8,5,0,0,0,0,1,0,2,1,1,0,4,0,1,1,0,248000
5,3,3,1.0,1117.0,4,264.0,1117.0,57,2,1,1,0,6,5,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,136870
6,4,4,2.0,848.0,5,420.0,848.0,17,4,1,1,1,4,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,133000
5,3,3,1.0,1048.0,4,286.0,1048.0,64,2,1,1,0,6,3,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,135000
4,3,3,1.0,936.0,5,288.0,936.0,51,2,1,1,0,4,3,0,0,0,1,0,1,4,0,0,0,4,0,0,1,0,111900
5,3,3,2.0,1283.0,4,506.0,1283.0,58,2,1,1,0,6,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,140000
4,3,3,2.0,1588.0,1,680.0,1120.0,61,4,5,2,0,7,3,0,1,1,0,0,1,1,0,0,0,4,0,0,0,0,134432
10,5,5,3.0,2042.0,6,724.0,2042.0,14,4,5,2,1,8,5,0,0,0,1,0,0,7,0,0,0,3,0,0,1,1,455000
