MSSubClass,MSZoning,Neighborhood,HouseStyle,Exterior1st,Exterior2nd,MasVnrType,GarageType,Foundation,LotShape,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageCars,GrLivArea,GarageArea,1stFlrSF,YearBuilt,YearRemod/Add,FullBath,TotRmsAbvGrd,SalePrice
50,RM,OldTown,1.5Fin,MetalSd,MetalSd,None,Detchd,CBlock,4,4,5,3,4,2,5,3,4,2,2.0,1962.0,572.0,888.0,1915,1950,1,9,149500
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,4,5,7,4,4,5,5,3,4,3,2.0,1120.0,656.0,1120.0,1966,2004,1,5,148800
60,RL,StoneBr,2Story,CemntBd,CmentBd,Stone,BuiltIn,PConc,3,9,5,4,6,7,5,5,5,4,3.0,1499.2985365853658,716.0,1992.0,2005,2006,3,11,556581
20,RL,NAmes,1Story,BrkFace,BrkFace,None,Attchd,CBlock,4,6,3,3,4,6,4,3,5,3,2.0,1478.0,442.0,1478.0,1957,1957,1,6,156500
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,7,5,4,4,3,2.0,1995.0,610.0,950.0,1995,1996,2,8,237000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,3,5,7,3,4,5,2,3,1,4,1.0,912.0,297.0,912.0,1958,1985,1,5,120000
20,RL,Gilbert,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,3,5,7,5,4,1,4,2.0,1326.0,388.0,1326.0,2005,2005,2,6,203000
120,RL,StoneBr,1Story,HdBoard,HdBoard,None,Attchd,CBlock,3,8,5,3,5,2,3,3,1,3,2.0,1204.0,461.0,1204.0,1987,1987,2,5,130000
60,RL,NAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,6,3,4,7,3,3,1,3,2.0,1611.0,442.0,798.0,1964,1964,1,7,167900
190,RL,BrkSide,1Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,4,5,3,4,6,3,3,1,2,2.0,960.0,576.0,960.0,1970,1970,1,6,129000
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,5,6,3,4,5,3,4,3,2,1.0,1236.0,447.0,1236.0,1957,1996,1,6,134450
30,RL,Sawyer,1Story,Wd Sdng,Wd Sdng,None,Attchd,BrkTil,4,5,7,3,4,2,5,4,1,2,2.0,1416.0,576.0,1416.0,1918,2007,2,7,112000
60,RL,SawyerW,2Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,4,3,2.0,1873.0,619.0,946.0,1988,1988,2,7,207000
90,RM,OldTown,2Story,MetalSd,MetalSd,None,None,BrkTil,4,5,1,3,4,2,3,3,1,1,0.0,2128.0,465.10199881023215,1088.0,1922,1950,2,11,62500
160,RL,NridgHt,2Story,VinylSd,Wd Shng,Stone,BuiltIn,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1626.0,474.0,764.0,2003,2004,2,6,154000
20,RL,NAmes,1Story,WdShing,Wd Shng,None,Detchd,CBlock,3,5,7,3,4,7,3,3,1,2,1.0,816.0,308.0,816.0,1957,1957,1,5,129900
160,RM,MeadowV,2Story,CemntBd,CmentBd,None,Attchd,CBlock,4,5,3,3,5,4,3,3,1,2,1.0,1112.0,336.0,536.0,1976,1976,1,4,85000
50,RM,OldTown,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,PConc,4,7,7,3,4,2,3,3,5,2,1.0,1111.0,288.0,572.0,1926,1950,1,5,116900
160,RL,NPkVill,2Story,Plywood,Brk Cmn,None,Attchd,CBlock,4,6,6,3,4,6,3,3,4,2,2.0,1441.0,440.0,855.0,1978,1978,2,7,148500
190,RL,Edwards,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,4,4,3,5,5,2,2,1,2,1.0,924.0,280.0,672.0,1941,1950,1,5,80000
85,RL,Sawyer,SFoyer,VinylSd,VinylSd,None,Attchd,PConc,3,5,5,3,5,3,3,3,1,2,2.0,1126.0,506.0,1126.0,1984,1984,1,5,152000
20,RL,Edwards,1Story,VinylSd,VinylSd,None,Detchd,CBlock,4,5,6,3,3,2,5,3,1,2,1.0,992.0,319.0,992.0,1954,1954,1,6,155891
50,RL,BrkSide,1.5Fin,Wd Sdng,Wd Shng,None,Detchd,PConc,4,6,7,3,4,2,5,4,1,2,2.0,1376.0,576.0,752.0,1920,1950,1,7,165000
20,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1218.0,676.0,1218.0,2009,2010,2,4,204500
70,RL,NAmes,2Story,MetalSd,MetalSd,Stone,Attchd,CBlock,4,5,7,3,4,3,5,4,5,2,1.0,1644.0,312.0,888.0,1942,1995,1,7,146500
20,RL,NWAmes,1Story,Plywood,Plywood,BrkFace,Attchd,CBlock,3,7,5,3,5,6,3,3,4,3,2.0,1601.0,478.0,1601.0,1978,1978,2,7,157000
70,RM,OldTown,2Story,Wd Sdng,Wd Shng,None,Detchd,BrkTil,4,7,7,3,4,2,4,3,5,2,2.0,2495.0,342.0,1313.0,1890,1999,2,10,184000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,4,5,7,5,4,5,4,2.0,1509.0,393.0,807.0,2002,2003,2,7,183200
20,RL,Sawyer,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,5,5,3,4,3,3,3,2,2,1.0,1092.0,288.0,1092.0,1962,1962,1,6,139000
60,RL,NoRidge,2Story,Wd Sdng,ImStucc,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,4,3,3.0,2418.0,473.4268292682927,1325.0,1993,1994,2,9,341000
160,RM,BrDale,2Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,6,5,3,4,4,3,3,1,2,1.0,987.0,264.0,483.0,1971,1971,1,5,96000
20,RM,Edwards,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,4,5,3,5,2,5,3,1,3,2.0,1121.0,440.0,1121.0,2003,2004,2,5,140000
20,RM,OldTown,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,6,7,3,4,7,3,3,1,2,2.0,1236.0,923.0,1236.0,1957,1996,1,6,149700
20,RL,NWAmes,1Story,HdBoard,HdBoard,None,Attchd,CBlock,4,5,6,3,5,6,5,3,1,3,2.0,1074.0,495.0,1074.0,1975,1975,1,6,153500
20,A (agr),IDOTRR,1Story,AsbShng,VinylSd,None,Attchd,Slab,4,1,5,2,1,1,1,2,1,2,2.0,733.0,487.0,733.0,1952,1952,1,4,13100
60,RL,CollgCr,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1768.0,543.0,884.0,2003,2003,2,8,224900
20,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,4,2,2.0,1266.0,453.0,1266.0,2005,2005,2,6,176000
50,RL,NoRidge,1.5Fin,HdBoard,HdBoard,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,4,4,2.0,1499.2985365853658,541.0,2129.0,1992,2000,2,9,285000
20,RL,Somerst,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,8,5,4,5,7,5,4,1,2,3.0,1464.0,754.0,1464.0,2007,2007,2,6,282922
60,RL,NAmes,2Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,4,7,6,3,4,4,5,4,5,4,2.0,2157.0,487.0,1216.0,1966,1966,2,8,226000
60,RL,StoneBr,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,3,8,5,5,6,2,5,5,5,4,3.0,2576.0,666.0,1264.0,2006,2006,2,10,361919
60,RL,StoneBr,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,3,9,5,4,6,7,5,5,5,4,3.0,1499.2985365853658,670.0,1414.0,2005,2006,3,11,457347
20,RL,ClearCr,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,3,8,6,4,5,3,5,4,3,4,2.0,1743.0,529.0,1743.0,1976,1976,0,5,279000
20,RL,Mitchel,1Story,Plywood,ImStucc,None,Attchd,PConc,3,6,5,3,4,6,3,4,4,3,2.0,1567.0,714.0,1567.0,1977,1977,2,5,196000
20,RL,NWAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,7,5,3,5,2,3,3,4,3,2.0,1370.0,479.0,1370.0,1976,1976,2,6,152000
90,RL,NAmes,2Story,MetalSd,MetalSd,BrkFace,Detchd,CBlock,4,5,5,3,4,3,3,3,1,2,4.0,1499.2985365853658,473.4268292682927,1338.0,1969,1969,2,12,200000
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,6,7,5,5,1,4,3.0,1590.0,754.0,1590.0,2005,2006,2,6,294900
20,RL,SawyerW,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,3.0,1450.0,788.0,1450.0,2008,2009,2,6,224243
50,RL,Edwards,1.5Fin,AsbShng,AsbShng,None,Detchd,BrkTil,4,6,3,3,3,2,3,3,1,2,2.0,1338.0,528.0,846.0,1915,1950,2,7,92000
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,2,5,4,5,4,2.0,1456.0,400.0,728.0,2007,2007,2,8,179540
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,10,5,5,6,7,5,5,6,4,3.0,2392.0,473.4268292682927,1164.2931707317073,2003,2003,2,8,386250
180,RM,MeadowV,SLvl,CemntBd,CmentBd,None,BuiltIn,CBlock,4,4,5,3,5,7,3,3,1,4,1.0,992.0,297.0,530.0,1970,1970,1,4,106500
60,FV,Somerst,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,10,5,5,6,7,5,5,6,4,3.0,2007.0,812.0,1026.0,2008,2008,2,10,310000
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,7,5,4,5,2,5,4,4,4,3.0,2385.0,600.0,1108.0,1998,1998,2,8,252000
75,RL,Crawfor,2.5Unf,MetalSd,MetalSd,None,Detchd,CBlock,4,7,5,3,4,4,4,3,5,2,1.0,1646.0,240.0,918.0,1941,1950,2,7,164000
60,RL,Gilbert,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,7,5,4,5,2,5,4,1,4,2.0,1456.0,400.0,728.0,2007,2007,2,7,177594
50,RM,BrkSide,1.5Fin,VinylSd,VinylSd,None,Detchd,CBlock,4,5,7,3,4,4,4,3,1,4,2.0,1040.0,624.0,548.0,1936,1980,1,5,123900
70,RL,Crawfor,2Story,Wd Sdng,Stucco,None,Detchd,BrkTil,3,6,6,3,5,5,3,3,5,2,3.0,2624.0,864.0,1370.0,1918,1950,2,10,239000
20,RL,Mitchel,1Story,Plywood,HdBoard,None,Attchd,CBlock,4,5,5,3,4,4,3,3,4,2,2.0,1264.0,528.0,1264.0,1965,1977,1,7,169000
120,RL,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,2,5,4,4,4,2.0,1557.0,420.0,1557.0,2003,2004,2,7,234000
85,RL,Mitchel,SFoyer,Plywood,Plywood,None,Attchd,CBlock,4,6,7,3,5,7,3,3,3,3,2.0,1287.0,541.0,1287.0,1977,1977,1,5,173000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,3,6,7,3,4,6,5,3,4,4,2.0,1004.0,480.0,1004.0,1970,1970,1,5,149000
20,RL,SawyerW,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,1,4,2.0,1162.0,483.0,1162.0,2007,2007,2,6,170000
20,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,6,2,5,4,1,4,2.0,1436.0,529.0,1436.0,2008,2009,2,6,225000
20,RL,Sawyer,1Story,VinylSd,VinylSd,None,Attchd,CBlock,4,5,8,3,4,7,5,4,1,4,1.0,960.0,300.0,960.0,1963,2003,1,6,144900
20,RL,Edwards,1Story,MetalSd,MetalSd,None,Attchd,CBlock,3,5,6,3,5,6,3,3,1,3,1.0,1196.0,336.0,1196.0,1968,1968,1,6,144000
120,RL,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,4,4,2.0,1269.0,430.0,1269.0,2004,2005,2,6,192000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,5,8,4,4,7,4,4,1,2,1.0,1031.0,230.0,1031.0,1952,2005,1,5,145500
50,RL,OldTown,1.5Fin,MetalSd,MetalSd,None,Attchd,BrkTil,4,4,8,3,3,2,5,2,1,2,1.0,720.0,280.0,448.0,1900,1998,1,5,86900
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,6,4,3,4,5,5,3,4,3,2.0,1505.0,505.0,1505.0,1953,1953,1,6,149500
30,RL,Crawfor,1Story,MetalSd,MetalSd,None,Basment,PConc,4,5,7,3,3,2,5,2,5,2,1.0,954.0,240.0,954.0,1938,1950,1,5,119750
60,RL,CollgCr,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,6,5,3,5,2,5,4,1,3,2.0,1500.0,564.0,750.0,2005,2006,2,6,173900
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Attchd,CBlock,3,5,6,3,4,4,3,3,1,2,1.0,1050.0,368.0,1050.0,1961,1961,1,6,136500
160,RL,StoneBr,2Story,CemntBd,CmentBd,None,Attchd,PConc,3,8,5,4,5,2,5,4,1,4,2.0,1499.2985365853658,618.0,2079.0,1994,1994,2,9,270000
20,RL,ClearCr,1Story,BrkFace,Plywood,None,Attchd,CBlock,4,6,7,3,5,5,4,3,5,3,2.0,1252.0,564.0,1252.0,1960,1975,1,4,235000
80,RL,Gilbert,SLvl,VinylSd,VinylSd,None,BuiltIn,PConc,4,7,5,3,5,2,5,3,4,3,2.0,1430.0,400.0,774.0,1999,2000,2,7,156000
20,RL,SawyerW,1Story,VinylSd,VinylSd,None,Detchd,PConc,4,5,5,3,5,7,5,4,1,2,2.0,1114.0,576.0,1114.0,2003,2004,2,6,153000
120,RM,Mitchel,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,3,6,7,5,3,1,4,2.0,1224.0,402.0,1224.0,1999,1999,2,5,165000
60,RL,StoneBr,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,3,9,5,4,5,2,5,5,5,4,3.0,2504.0,656.0,1134.0,2005,2007,2,11,325000
190,RL,Crawfor,1.5Fin,VinylSd,VinylSd,None,Detchd,CBlock,3,5,5,3,4,3,5,3,1,2,2.0,1355.0,528.0,760.0,1941,1950,2,5,140000
80,RM,IDOTRR,SLvl,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,6,3,4,5,2,3,5,2,2.0,2294.0,658.0,1497.0,1963,1963,3,9,202500
120,RL,NridgHt,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,9,5,5,6,7,5,5,5,4,3.0,1702.0,473.4268292682927,1702.0,2008,2008,1,7,367294
80,RL,Timber,SLvl,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,5,4,5,7,5,4,3,3,2.0,1509.0,600.0,1509.0,1988,1989,2,5,175000
70,RL,Crawfor,2Story,Wd Sdng,Wd Shng,None,Detchd,BrkTil,3,7,5,3,4,6,4,4,5,2,3.0,1717.0,642.0,961.0,1915,1970,1,7,140000
20,RL,Timber,1Story,Plywood,Plywood,None,Attchd,CBlock,4,7,7,3,5,6,4,4,1,2,2.0,1240.0,528.0,1240.0,1985,1985,2,6,174000
80,RL,Gilbert,SLvl,VinylSd,VinylSd,Stone,Attchd,PConc,3,7,5,4,5,7,5,4,1,4,2.0,1166.0,400.0,1166.0,2005,2005,2,5,190000
70,RM,OldTown,2Story,VinylSd,VinylSd,None,None,CBlock,4,5,8,4,4,2,5,3,1,1,0.0,1464.0,465.10199881023215,764.0,1910,2002,2,7,129000
20,RL,NAmes,1Story,MetalSd,MetalSd,BrkFace,Attchd,CBlock,4,6,7,3,4,6,4,4,5,3,2.0,1652.0,510.0,1652.0,1959,1991,1,6,200000
60,RL,NAmes,2Story,VinylSd,VinylSd,BrkFace,Attchd,CBlock,4,6,6,3,5,4,3,4,5,4,1.0,2142.0,509.0,1182.0,1968,1968,2,8,193500
20,RL,NAmes,1Story,HdBoard,HdBoard,Stone,Attchd,CBlock,4,6,7,3,5,4,5,3,1,3,2.0,1092.0,504.0,1092.0,1964,1964,1,6,145000
50,RL,Crawfor,1.5Fin,Stucco,Wd Sdng,BrkFace,Detchd,BrkTil,3,7,7,4,4,6,5,3,5,2,2.0,1671.0,451.0,1122.0,1929,1950,2,7,218000
20,RL,Edwards,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,Slab,4,5,6,3,1,1,4,3,6,3,2.0,1488.0,569.0,1488.0,1952,2002,1,7,135000
20,RL,NAmes,1Story,Wd Sdng,Plywood,Stone,Attchd,CBlock,4,5,6,3,4,3,5,3,5,3,1.0,1624.0,240.0,1624.0,1952,1952,1,6,146500
120,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,6,5,4,5,6,5,4,5,3,2.0,1362.0,460.0,1362.0,2005,2006,2,6,194700
20,FV,Somerst,1Story,CemntBd,CmentBd,Stone,Attchd,PConc,4,7,5,4,5,7,5,4,1,4,2.0,1218.0,462.0,1218.0,2007,2008,2,6,230348
30,RM,OldTown,1Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,5,3,3,6,3,3,5,2,1.0,1068.0,288.0,1068.0,1923,1950,1,5,109500
20,RL,Mitchel,1Story,Plywood,Plywood,None,Attchd,CBlock,3,6,6,3,5,7,3,2,4,4,2.0,1625.0,576.0,1625.0,1979,1979,2,6,242500
160,RL,StoneBr,2Story,HdBoard,HdBoard,None,Attchd,PConc,3,7,7,4,5,7,4,4,4,3,2.0,1767.0,504.0,1064.0,1987,1987,2,5,239000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,6,8,3,4,6,5,4,1,3,1.0,1050.0,286.0,1050.0,1954,2000,1,6,156000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Detchd,CBlock,3,4,6,3,4,4,5,3,1,2,1.0,907.0,352.0,907.0,1957,1957,1,5,109008
50,RM,IDOTRR,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,2,4,3,1,1,5,3,1,2,1.0,845.0,256.0,640.0,1939,1950,1,4,68104
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,7,4,5,2,5,4,4,3,3.0,2501.0,751.0,1251.0,1995,1995,2,9,290000
20,RL,NAmes,1Story,HdBoard,HdBoard,None,Attchd,PConc,4,5,5,3,5,5,4,3,1,3,2.0,1209.0,504.0,1209.0,1966,1966,1,6,159000
70,RL,BrkSide,2Story,MetalSd,MetalSd,None,Basment,PConc,3,4,7,3,4,4,3,3,1,2,1.0,906.0,231.0,453.0,1937,1950,1,5,87000
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,4,3,2.0,1601.0,670.0,1601.0,2001,2002,2,6,272000
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,7,5,4,1,2,2.0,1336.0,502.0,1336.0,2005,2006,2,6,198000
50,RM,OldTown,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,4,6,3,4,2,4,3,1,2,2.0,1656.0,440.0,1095.0,1940,1985,2,8,119164
20,RL,Edwards,1Story,Wd Sdng,Wd Sdng,None,None,Slab,4,5,5,3,1,1,4,3,5,1,0.0,1124.0,465.10199881023215,1124.0,1954,1954,1,5,93000
60,RL,Gilbert,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,3,4,3,2.0,1892.0,431.0,1008.0,2000,2001,2,8,226750
190,RL,OldTown,2Story,HdBoard,HdBoard,None,CarPort,CBlock,3,3,5,3,3,5,3,3,1,2,2.0,1699.0,420.0,1014.0,1900,1970,2,7,95000
50,RM,BrkSide,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,6,7,3,4,4,3,3,1,2,1.0,1416.0,312.0,780.0,1948,1950,1,6,139900
30,RL,BrkSide,1Story,Wd Sdng,Plywood,None,None,CBlock,3,3,2,3,4,2,5,2,1,1,0.0,1306.0,465.10199881023215,1306.0,1940,1966,1,6,76500
30,RL,OldTown,1Story,VinylSd,VinylSd,None,Detchd,PConc,4,4,7,4,4,2,4,3,1,2,1.0,672.0,308.0,672.0,1940,2005,1,4,86900
20,RL,Mitchel,1Story,Plywood,Plywood,None,Attchd,CBlock,3,5,6,3,4,6,5,4,1,2,1.0,1160.0,257.0,1160.0,1968,1968,1,6,152500
20,RL,Edwards,1Story,MetalSd,MetalSd,Stone,Attchd,CBlock,4,4,5,3,5,4,3,3,1,3,1.0,930.0,286.0,930.0,1953,1953,1,5,99000
30,RL,BrkSide,1Story,VinylSd,VinylSd,None,None,CBlock,4,4,7,2,4,3,4,2,1,1,0.0,708.0,465.10199881023215,708.0,1940,1950,1,5,82500
120,RL,SawyerW,1Story,Plywood,ImStucc,None,Attchd,PConc,4,6,5,4,5,7,4,4,1,3,2.0,1575.0,529.0,1575.0,1992,1992,2,5,179200
20,RL,Sawyer,1Story,Plywood,Plywood,None,Attchd,CBlock,4,5,6,3,4,6,4,3,1,4,1.0,1059.0,286.0,1059.0,1966,1966,1,6,142500
20,RL,Sawyer,1Story,HdBoard,HdBoard,None,Detchd,CBlock,4,4,3,3,4,4,3,3,1,2,2.0,1005.0,440.0,1005.0,1964,1964,1,5,115400
60,FV,Somerst,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,7,5,4,4,4,2.0,1929.0,650.0,1057.0,2001,2001,2,7,226000
160,FV,Somerst,2Story,MetalSd,MetalSd,None,Detchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1200.0,480.0,520.0,2005,2005,2,4,144152
60,RL,NridgHt,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,3,8,5,4,6,2,5,4,5,4,3.0,1499.2985365853658,795.0,1804.0,2003,2003,2,9,370000
20,RL,Mitchel,1Story,VinylSd,VinylSd,None,Attchd,CBlock,4,5,7,3,5,4,3,4,1,2,2.0,833.0,495.0,833.0,1984,1984,1,5,149900
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,4,5,2,4,3,1,3,2.0,1456.0,429.0,728.0,2006,2006,2,8,172785
20,RL,NAmes,1Story,VinylSd,VinylSd,None,Detchd,CBlock,4,5,8,3,4,6,4,4,1,3,2.0,864.0,720.0,864.0,1950,2002,1,5,129000
20,RL,NWAmes,1Story,HdBoard,HdBoard,None,Attchd,CBlock,3,6,5,3,5,2,3,3,4,2,2.0,1586.0,435.0,1586.0,1979,1998,2,7,181000
80,RL,NAmes,SLvl,Wd Sdng,Wd Sdng,BrkFace,Basment,CBlock,4,5,6,3,4,5,5,3,4,3,1.0,1370.0,300.0,1370.0,1956,1956,1,6,148000
20,RL,Edwards,1Story,VinylSd,VinylSd,None,None,PConc,4,6,5,3,5,7,5,4,1,1,0.0,914.0,465.10199881023215,914.0,2002,2002,1,4,117250
120,RL,Blmngtn,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,7,5,4,4,4,2.0,1555.0,430.0,1555.0,2005,2006,2,7,192500
160,RM,Blueste,2Story,MetalSd,MetalSd,None,Attchd,CBlock,4,6,6,3,5,3,3,3,4,4,2.0,1556.0,452.0,716.0,1980,1980,2,6,151000
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Detchd,CBlock,4,5,5,3,4,3,3,3,1,2,2.0,882.0,461.0,882.0,1972,1972,1,5,112500
30,RL,BrkSide,1Story,Stucco,Stucco,None,Detchd,BrkTil,3,5,5,3,4,5,3,3,5,2,2.0,1167.0,495.0,1167.0,1920,1950,1,6,144000
120,RL,NridgHt,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,3,9,5,5,6,7,5,5,5,3,3.0,1800.0,944.0,1800.0,2007,2008,2,6,370967
160,RL,NPkVill,2Story,Plywood,Brk Cmn,None,Attchd,CBlock,4,6,6,3,4,6,3,4,4,2,2.0,1456.0,440.0,855.0,1975,1975,2,6,149900
60,RL,CollgCr,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,2,5,4,1,3,2.0,1660.0,493.0,831.0,2002,2002,2,7,195000
80,RL,Gilbert,SLvl,HdBoard,HdBoard,BrkFace,Attchd,PConc,3,7,5,3,5,2,4,4,4,4,2.0,1482.0,392.0,812.0,1992,1992,2,7,163900
20,RL,ClearCr,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,PConc,4,6,5,3,5,5,5,3,4,4,2.0,1522.0,552.0,1522.0,1984,1984,2,7,182000
20,RL,Timber,1Story,CemntBd,CmentBd,Stone,Attchd,CBlock,3,9,5,5,6,7,5,5,6,4,3.0,2036.0,780.0,2036.0,2008,2008,2,9,410000
20,RL,Mitchel,1Story,HdBoard,HdBoard,None,Detchd,PConc,4,5,5,3,5,5,3,3,1,2,2.0,1595.0,672.0,1595.0,1991,1991,2,5,152000
60,RL,SawyerW,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,2,5,4,1,4,2.0,1686.0,462.0,891.0,2005,2005,2,8,184000
90,RM,Mitchel,SFoyer,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,3,5,7,5,3,1,4,4.0,1344.0,784.0,1344.0,1997,1998,2,8,206300
90,RL,Mitchel,1Story,Plywood,Plywood,None,2Types,CBlock,3,5,5,3,4,5,3,3,1,2,3.0,1652.0,928.0,1652.0,1970,1970,2,8,146500
50,RL,NAmes,1.5Fin,MetalSd,MetalSd,None,Attchd,CBlock,4,4,5,3,4,2,3,3,1,2,1.0,1337.0,263.0,832.0,1956,1956,1,5,108000
80,RL,NWAmes,SLvl,MetalSd,MetalSd,BrkFace,Attchd,CBlock,3,7,6,3,4,2,4,4,4,3,2.0,1920.0,487.0,1222.0,1968,1992,3,8,170000
120,RM,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,4,5,7,5,4,1,3,2.0,848.0,420.0,848.0,2004,2004,1,3,145000
120,RL,NPkVill,1Story,Plywood,Brk Cmn,None,Attchd,CBlock,4,7,5,3,5,6,3,3,3,3,2.0,1055.0,440.0,1055.0,1975,1975,2,4,123000
120,RL,ClearCr,1Story,Wd Sdng,Wd Sdng,None,Attchd,PConc,4,6,5,3,5,7,5,4,5,2,2.0,1291.0,431.0,1291.0,1996,1997,1,6,173000
30,RM,OldTown,1Story,VinylSd,VinylSd,None,Detchd,BrkTil,4,6,8,3,4,2,4,3,1,2,2.0,720.0,484.0,720.0,1928,2003,1,5,105900
180,RM,MeadowV,SLvl,CemntBd,CmentBd,None,BuiltIn,CBlock,4,4,5,3,5,7,3,3,1,2,1.0,988.0,297.0,526.0,1973,1973,1,5,91000
50,RL,Crawfor,1.5Fin,BrkComm,Brk Cmn,None,Attchd,BrkTil,4,5,7,3,4,5,2,2,4,2,1.0,1523.0,295.0,986.0,1949,2005,2,7,158000
